,affix,Derived Word,Source Word
6297,ity,salability,salable
6299,ity,sanguinity,sanguine
6301,ity,scalability,scalable
6303,ity,scientificity,scientific
6306,ity,seasonality,seasonal
6307,ity,secularity,secular
6309,ity,semanticity,semantic
6313,ity,seropositivity,seropositive
6317,ity,sessility,sessile
6319,ity,spasticity,spastic
6323,ity,sphericity,spheric
6325,ity,structurality,structural
6326,ity,subnormality,subnormal
6329,ity,systematicity,systematic
6332,ity,taciturnity,taciturn
6334,ity,territoriality,territorial
6335,ity,totality,total
6337,ity,traditionality,traditional
6340,ity,transcendentality,transcendental
6343,ity,triunity,triune
6345,ity,turbidity,turbid
6347,ity,unacceptability,unacceptable
6349,ity,unavoidability,unavoidable
6352,ity,unemployability,unemployable
6355,ity,unfalsifiability,unfalsifiable
6358,ity,ungrammaticality,ungrammatical
6361,ity,unipolarity,unipolar
6363,ity,unisexuality,unisexual
6365,ity,unitarity,unitary
6368,ity,universalisability,universalisable
6370,ity,unsociability,unsociable
6373,ity,untouchability,untouchable
6376,ity,untranslatability,untranslatable
6379,ity,usability,usable
6383,ity,vapidity,vapid
6386,ity,vascularity,vascular
6388,ity,versatility,versatile
6390,ity,vesicularity,vesicular
6393,ity,viewability,viewable
6396,ity,virality,viral
6399,ity,virtuality,virtual
6401,ity,viscidity,viscid
6402,ity,visuality,visual
6404,ity,vocality,vocal
6409,ity,volatility,volatile
6418,ity,vorticity,vortex
6419,ity,walkability,walkable
6421,ous,aluminous,alumina
6422,ous,acronymous,acronym
6425,ous,androgynous,androgynus
6427,ous,auriferous,aurifer
6428,ous,autonomous,autonomy
6433,ous,cobaltous,cobalt
6434,ous,coniferous,cone
6435,ous,delirious,delirium
6436,ous,emphysematous,emphysema
6437,ous,eponymous,eponym
6439,ous,exogamous,exogamy
6440,ous,felonious,felony
6442,ous,festivous,festive
6443,ous,fibrinous,fibrin
6444,ous,hydrogenous,hydrogen
6446,ous,idolatrous,idolatry
6447,ous,incestuous,incest
6450,ous,manganous,manganese
6451,ous,migrainous,migraine
6454,ous,nacreous,nacre
6456,ous,ochrous,ochre
6458,ous,phosphorous,phosphorus
6465,ous,solenoglyphous,solenoglyph
6466,ous,spinous,spine
6468,ous,tuberculous,tuberculum
6469,ous,usurious,usury
6470,ous,zephyrous,zephyr
6472,less,winless,win
6476,less,acidless,acid
6477,less,adjectiveless,adjective
6479,less,ageless,age
6481,less,agentless,agent
6482,less,aimless,aim
6483,less,airless,air
6488,less,aisleless,aisle
6489,less,anchorless,anchor
6490,less,antlerless,antler
6491,less,aristaless,arista
6492,less,artless,art
6494,less,assless,ass
6496,less,atomless,atom
6497,less,attributeless,attribute
6499,less,authorless,author
6500,less,awnless,awn
6501,less,badgeless,badge
6502,less,bagless,bag
6503,less,ballastless,ballast
6504,less,bandless,band
6505,less,barkless,bark
6506,less,barless,bar
6508,less,baseless,base
6509,less,bassless,bass
6510,less,batteryless,battery
6511,less,beardless,beard
6512,less,bearingless,bearing
6513,less,bendless,bend
6515,less,birthless,birth
6516,less,bitless,bit
6517,less,blameless,blame
6519,less,blemishless,blemish
6520,less,boardless,board
6521,less,boatless,boat
6522,less,bodiless,body
6523,less,boltless,bolt
6526,less,bornless,born
6527,less,boundaryless,boundary
6528,less,brakeless,brake
6529,less,breadless,bread
6531,less,brideless,bride
6532,less,bridleless,bridle
6533,less,briefless,brief
6534,less,bumpless,bump
6535,less,bunless,bun
6536,less,buttless,butt
6537,less,buttonless,button
6538,less,cabless,cab
6540,less,cageless,cage
6541,less,cameraless,camera
6542,less,capeless,cape
6543,less,capless,cap
6544,less,captionless,caption
6545,less,cardless,card
6552,less,casteless,caste
6555,less,cementless,cement
6557,less,certificateless,certificate
6558,less,chainless,chain
6559,less,chanceless,chance
6564,less,chassisless,chassis
6565,less,chinless,chin
6566,less,chipless,chip
6569,less,chordless,chord
6570,less,chromeless,chrome
6574,less,clapperless,clapper
6575,less,clientless,client
6577,less,clipless,clip
6578,less,clockless,clock
6580,less,clubless,club
6582,less,clueless,clue
6583,less,clutchless,clutch
6584,less,coachless,coach
6585,less,cohesionless,cohesion
6586,less,collarless,collar
6590,less,columnless,column
6592,less,conductorless,conductor
6593,less,coneless,cone
6594,less,connectionless,connection
6595,less,conscienceless,conscience
6596,less,containerless,container
6597,less,contentless,content
6599,less,controllerless,controller
6600,less,coreless,core
6602,less,coverless,cover
6603,less,craterless,crater
6604,less,creditless,credit
6605,less,creedless,creed
6607,less,crewless,crew
6608,less,crotchless,crotch
6609,less,crownless,crown
6610,less,cuffless,cuff
6611,less,cultureless,culture
6612,less,curbless,curb
6614,less,dataless,data
6618,less,defenceless,defence
6619,less,defenseless,defense
6620,less,delimiterless,delimiter
6622,less,dickless,dick
6623,less,dimensionless,dimension
6627,less,diskless,disk
6628,less,distortionless,distortion
6630,less,domeless,dome
6631,less,dotless,dot
6634,less,dowless,dow
6636,less,driverless,driver
6637,less,drumless,drum
6638,less,drummerless,drummer
6639,less,dustless,dust
6640,less,earthless,earth
6641,less,effortless,effort
6642,less,egoless,ego
6643,less,electrodeless,electrode
6644,less,emotionless,emotion
6645,less,endingless,ending
6646,less,engineless,engine
6649,less,expressionless,expression
6650,less,faceless,face
6651,less,factionless,faction
6653,less,faithless,faith
6655,less,fangless,fang
6656,less,fateless,fate
6657,less,fatherless,father
6658,less,faultless,fault
6660,less,fearless,fear
6661,less,feckless,feck
6665,less,fiberless,fiber
6666,less,fibreless,fibre
6667,less,filmless,film
6668,less,filterless,filter
6671,less,fixtureless,fixture
6672,less,flagless,flag
6673,less,flangeless,flange
6674,less,flapless,flap
6675,less,flaskless,flask
6682,less,flawless,flaw
6683,less,flourless,flour
6685,less,forkless,fork
6686,less,formless,form
6688,less,friendless,friend
6689,less,fringeless,fringe
6690,less,frostless,frost
6691,less,fruitless,fruit
6694,less,gardenless,garden
6695,less,gateless,gate
6696,less,gearless,gear
6697,less,giftless,gift
6698,less,glandless,gland
6699,less,glassless,glass
6700,less,glueless,glue
6703,less,graceless,grace
6707,less,grainless,grain
6709,less,grassless,grass
6710,less,greaseless,grease
6712,less,gridless,grid
6713,less,grooveless,groove
6714,less,groundless,ground
6715,less,guideless,guide
6716,less,guileless,guile
6717,less,guiltless,guilt
6719,less,guitarless,guitar
6720,less,gunless,gun
6721,less,hammerless,hammer
6722,less,handleless,handle
6723,less,handless,handles
6725,less,hapless,hap
6726,less,heartless,heart
6728,less,heedless,heed
6730,less,helpless,helples
6732,less,hingeless,hinge
6733,less,homerless,homer
6734,less,hookless,hook
6735,less,hopeless,hope
6738,less,hostless,host
6740,less,hubless,hub
6741,less,humorless,humor
6742,less,humpless,hump
6743,less,husbandless,husband
6744,less,iceless,ice
6746,less,imageless,image
6747,less,inertialess,inertia
6749,less,intermissionless,intermission
6750,less,ironless,iron
6751,less,issueless,issue
6753,less,jacketless,jacket
6755,less,jambless,jamb
6756,less,jawless,jaw
6757,less,jobless,job
6763,less,juryless,jury
6764,less,keyboardless,keyboard
6765,less,keyless,key
6766,less,kingless,king
6767,less,kinkless,kink
6769,less,kitchenless,kitchen
6770,less,kiteless,kite
6771,less,knotless,knot
6772,less,laceless,lace
6773,less,laughless,laugh
6777,less,leadless,lead
6778,less,leafless,leaveless
6779,less,leashless,leash
6780,less,lensless,lens
6781,less,lifeless,life
6782,less,lightless,light
6783,less,limitless,limit
6784,less,linerless,liner
6785,less,linkless,link
6787,less,lockless,lock
6788,less,loopless,loop
6790,less,loveless,love
6791,less,luckless,luck
6795,less,lyricless,lyric
6796,less,magicless,magic
6797,less,managerless,manager
6801,less,markerless,marker
6802,less,marketless,market
6803,less,markless,mark
6804,less,maskless,mask
6805,less,masterless,master
6808,less,membraneless,membrane
6809,less,meshless,mesh
6810,less,meterless,meter
6812,less,mirrorless,mirror
6815,less,mortarless,mortar
6817,less,motorless,motor
6818,less,mouseless,mouse
6819,less,napless,nap
6821,less,neckless,neck
6822,less,needleless,needle
6823,less,nerveless,nerve
6826,less,nightless,night
6832,less,painless,pain
6834,less,paintless,paint
6840,less,partnerless,partner
6841,less,partyless,party
6845,less,pawnless,pawn
6846,less,peakless,peak
6847,less,pealess,pea
6848,less,pearless,pear
6850,less,permitless,permit
6851,less,pianoless,piano
6852,less,pillarless,pillar
6853,less,pinless,pin
6854,less,pistonless,piston
6855,less,pitless,pit
6856,less,placeless,place
6859,less,plugless,plug
6860,less,plumeless,plume
6861,less,pocketless,pocket
6862,less,pointless,point
6863,less,poreless,pore
6864,less,portionless,portion
6866,less,possessionless,possession
6867,less,pouchless,pouch
6868,less,powerless,power
6870,less,pressureless,pressure
6871,less,priestless,priest
6872,less,princeless,prince
6874,less,puffless,puff
6875,less,pulpless,pulp
6876,less,purposeless,purpose
6877,less,queenless,queen
6879,less,railless,rail
6880,less,rankless,rank
6881,less,reactionless,reaction
6882,less,redeless,rede
6883,less,reedless,reed
6887,less,remorseless,remorse
6889,less,restless,rest
6892,less,ridgeless,ridge
6894,less,rimless,rim
6895,less,rindless,rind
6896,less,ringless,ring
6897,less,riverless,river
6899,less,rodless,rod
6902,less,ropeless,rope
6903,less,rugless,rug
6904,less,runless,run
6906,less,ruthless,ruth
6911,less,screenless,screen
6912,less,screwless,screw
6914,less,scriptless,script
6915,less,sealless,seal
6916,less,seamless,seam
6917,less,seasonless,season
6918,less,seatless,seat
6919,less,senseless,sense
6922,less,sensorless,sensor
6926,less,shadeless,shade
6928,less,shadowless,shadow
6929,less,shapeless,shape
6930,less,shieldless,shield
6932,less,shoreless,shore
6933,less,shoulderless,shoulder
6934,less,shuttleless,shuttle
6936,less,signless,sign
6937,less,skirtless,skirt
6938,less,slotless,slot
6939,less,smogless,smog
6940,less,smokeless,smoke
6942,less,sockless,sock
6943,less,soilless,soil
6944,less,solderless,solder
6946,less,sonless,son
6947,less,sootless,soot
6948,less,sorrowless,sorrow
6949,less,soundless,sound
6951,less,sourceless,source
6952,less,speckless,speck
6953,less,spinless,spin
6954,less,spireless,spire
6956,less,spokeless,spoke
6957,less,sponsorless,sponsor
6959,less,spurless,spur
6960,less,stackless,stack
6961,less,staffless,staff
6964,less,stampless,stamp
6966,less,starless,star
6967,less,stateless,state
6971,less,staveless,stave
6972,less,stayless,stay
6973,less,stepless,step
6974,less,stitchless,stitch
6975,less,stockless,stock
6977,less,storyless,story
6978,less,strapless,strap
6980,less,strawless,straw
6982,less,stringless,string
6983,less,stripeless,stripe
6984,less,strokeless,stroke
6985,less,structureless,structure
6986,less,strutless,strut
6987,less,studless,stud
6990,less,subjectless,subject
6994,less,suspicionless,suspicion
6996,less,sutureless,suture
6997,less,swordless,sword
7001,less,tableless,table
7002,less,tabless,tab
7003,less,tagless,tag
7004,less,tailless,tail
7005,less,tankless,tank
7006,less,tasteless,taste
7007,less,tenseless,tense
7008,less,tetherless,tether
7012,less,thornless,thorn
7014,less,threadless,thread
7015,less,thumbless,thumb
7018,less,tipless,tip
7019,less,titleless,title
7020,less,toeless,toe
7021,less,tokenless,token
7025,less,torsionless,torsion
7026,less,touchless,touch
7027,less,towerless,tower
7028,less,trailless,trail
7029,less,transformerless,transformer
7030,less,trenchless,trench
7031,less,trophyless,trophy
7032,less,trunkless,trunk
7033,less,tubeless,tube
7034,less,turretless,turret
7035,less,twinless,twin
7036,less,useless,use
7039,less,ventless,vent
7041,less,victimless,victim
7042,less,viewless,view
7043,less,visionless,vision
7044,less,visorless,visor
7045,less,voiceless,voice
7048,less,voteless,vote
7050,less,vowelless,vowel
7051,less,wakeless,wake
7053,less,wandless,wand
7056,less,waveless,wave
7057,less,weightless,weight
7058,less,weldless,weld
7059,less,wheatless,wheat
7060,less,wheelless,wheel
7063,less,winterless,winter
7064,less,wireless,wire
7069,less,wordless,word
7070,less,workless,work
7072,less,wreckless,wreck
7073,less,yolkless,yolk
7074,less,youthless,youth
7077,ness,naturalness,natural
7080,ness,foolhardiness,foolhardy
7082,ness,grotesqueness,grotesque
7085,ness,heinousness,heinous
7087,ness,gruesomeness,gruesome
7090,ness,abrasiveness,abrasive
7093,ness,abruptness,abrupt
7095,ness,absoluteness,absolute
7102,ness,abstemiousness,abstemious
7104,ness,abstractness,abstract
7106,ness,abstruseness,abstruse
7108,ness,absurdness,absurd
7110,ness,abusiveness,abusive
7112,ness,accurateness,accurate
7115,ness,acquisitiveness,acquisitive
7118,ness,acuteness,acute
7120,ness,adaptedness,adapted
7124,ness,adaptiveness,adaptive
7127,ness,adeptness,adept
7129,ness,adhesiveness,adhesive
7132,ness,adjointness,adjoint
7137,ness,affectedness,affected
7140,ness,agedness,aged
7143,ness,aggressiveness,aggressive
7148,ness,agreeableness,agreeable
7152,ness,aimlessness,aimless
7155,ness,airlessness,airless
7160,ness,airtightness,airtight
7162,ness,airworthiness,airworthy
7164,ness,alertness,alert
7166,ness,aliveness,alive
7168,ness,allusiveness,allusive
7172,ness,aloofness,aloof
7174,ness,amorousness,amorous
7177,ness,amorphousness,amorphous
7180,ness,animateness,animate
7183,ness,apartness,apart
7188,ness,apeness,ape
7191,ness,aptness,apt
7193,ness,archness,arch
7195,ness,argumentativeness,argumentative
7197,ness,artfulness,artful
7199,ness,artlessness,artless
7205,ness,artsiness,artsy
7208,ness,assertiveness,assertive
7210,ness,assuredness,assured
7213,ness,astuteness,astute
7215,ness,attentiveness,attentive
7218,ness,attractiveness,attractive
7222,ness,auspiciousness,auspicious
7225,ness,authoritativeness,authoritative
7227,ness,averageness,average
7230,ness,awakeness,awake
7233,ness,awareness,aware
7238,ness,awesomeness,awesome
7240,ness,awfulness,awful
7250,ness,backwardness,backward
7252,ness,badness,bad
7254,ness,balancedness,balanced
7257,ness,baldness,bald
7259,ness,bareness,bare
7261,ness,barrenness,barren
7263,ness,baselessness,baseless
7266,ness,baseness,base
7271,ness,bashfulness,bashful
7277,ness,belatedness,belated
7280,ness,bigness,big
7283,ness,bindingness,binding
7286,ness,bitchiness,bitchy
7288,ness,bitterness,bitter
7290,ness,bizarreness,bizarre
7295,ness,blackness,black
7301,ness,blamelessness,blameless
7303,ness,blameworthiness,blameworthy
7305,ness,blandness,bland
7309,ness,bleakness,bleak
7311,ness,blessedness,blessed
7314,ness,bloatedness,bloated
7317,ness,blockiness,blocky
7320,ness,blondness,blond
7322,ness,bloodedness,blooded
7323,ness,bloodiness,bloody
7325,ness,bloodthirstiness,bloodthirsty
7327,ness,blueness,blue
7330,ness,boastfulness,boastful
7332,ness,boldness,bold
7334,ness,bookishness,bookish
7336,ness,boorishness,boorish
7339,ness,boringness,boring
7343,ness,bossiness,bossy
7345,ness,boundlessness,boundless
7347,ness,bralessness,braless
7349,ness,brashness,brash
7351,ness,brattiness,bratty
7354,ness,braveness,brave
7356,ness,brazenness,brazen
7358,ness,breathiness,breathy
7363,ness,breathlessness,breathless
7365,ness,brightness,bright
7367,ness,brittleness,brittle
7370,ness,broadmindedness,broadminded
7373,ness,brotherliness,brotherly
7375,ness,brutishness,brutish
7377,ness,bugginess,buggy
7379,ness,burstiness,bursty
7381,ness,bushiness,bushy
7383,ness,busyness,busy
7385,ness,caginess,cagy
7387,ness,calmness,calm
7390,ness,campiness,campy
7393,ness,campness,camp
7395,ness,candidness,candid
7397,ness,carefreeness,carefree
7399,ness,cartoonishness,cartoonish
7402,ness,cautiousness,cautious
7404,ness,centeredness,centered
7408,ness,chalkiness,chalky
7410,ness,changeableness,changeable
7414,ness,changelessness,changeless
7417,ness,cheapness,cheap
7419,ness,cheerfulness,cheerful
7421,ness,cheesiness,cheesy
7425,ness,chewiness,chewy
7427,ness,childishness,childish
7430,ness,childlessness,childless
7432,ness,childness,child
7433,ness,chilliness,chilly
7435,ness,choosiness,choosy
7437,ness,chosenness,chosen
7439,ness,chubbiness,chubby
7442,ness,cleanliness,cleanly
7444,ness,cleanness,clean
7446,ness,clearness,clear
7450,ness,cleverness,clever
7453,ness,cliquishness,cliquish
7455,ness,closeness,close
7463,ness,cloudiness,cloudy
7469,ness,cluelessness,clueless
7471,ness,clumpiness,clumpy
7473,ness,clumsiness,clumsy
7476,ness,coarseness,coarse
7481,ness,cocompactness,cocompact
7483,ness,coldness,cold
7485,ness,collectedness,collected
7488,ness,collectiveness,collective
7491,ness,competitiveness,competitive
7493,ness,completeness,complete
7497,ness,complicatedness,complicated
7500,ness,comprehensiveness,comprehensive
7502,ness,compulsiveness,compulsive
7504,ness,conceitedness,conceited
7506,ness,conciseness,concise
7508,ness,concreteness,concrete
7512,ness,connectedness,connected
7515,ness,consciousness,conscious
7517,ness,considerateness,considerate
7519,ness,contagiousness,contagious
7522,ness,contentedness,contented
7524,ness,coolheadedness,cool
7527,ness,coolness,colnes
7535,ness,cooperativeness,cooperative
7537,ness,coquettishness,coquettish
7540,ness,correctness,correct
7541,ness,corrosiveness,corrosive
7547,ness,cosiness,cosy
7550,ness,costliness,costly
7552,ness,counterintuitiveness,counterintuitive
7554,ness,courageousness,courageous
7556,ness,courtliness,courtly
7558,ness,covertness,covert
7560,ness,covetousness,covetous
7561,ness,coziness,cozy
7564,ness,crankiness,cranky
7566,ness,craziness,crazy
7572,ness,creditworthiness,creditworthy
7574,ness,crispiness,crispy
7576,ness,crispness,crisp
7579,ness,crookedness,crooked
7581,ness,crossness,cross
7583,ness,crowdedness,crowded
7586,ness,crudeness,crude
7589,ness,crunchiness,crunchy
7591,ness,cumbersomeness,cumbersome
7593,ness,curiousness,curious
7597,ness,cussedness,cussed
7600,ness,cuteness,cute
7602,ness,daftness,daft
7605,ness,daintiness,dainty
7607,ness,dampness,damp
7609,ness,dangerousness,dangerous
7612,ness,darkness,dark
7617,ness,datedness,dated
7619,ness,deadness,dead
7622,ness,deafblindness,deafblind
7624,ness,deafness,deaf
7626,ness,dearness,dear
7627,ness,deathlessness,deathless
7629,ness,deceitfulness,deceitful
7633,ness,deceptiveness,deceptive
7636,ness,deciduousness,deciduous
7640,ness,decisiveness,decisive
7643,ness,deerness,deer
7648,ness,defencelessness,defenceless
7651,ness,definiteness,definite
7654,ness,deliberateness,deliberate
7657,ness,delicateness,delicate
7659,ness,deliciousness,delicious
7662,ness,deservedness,deserved
7665,ness,destructiveness,destructive
7668,ness,devotedness,devoted
7670,ness,differentness,different
7675,ness,diffuseness,diffuse
7680,ness,dilatoriness,dilatory
7683,ness,dimwittedness,dimwitted
7686,ness,dirtiness,dirty
7689,ness,disconnectedness,disconnected
7691,ness,discreetness,discreet
7694,ness,discreteness,discrete
7697,ness,disingenuousness,disingenuous
7700,ness,disinterestedness,disinterested
7703,ness,disjointedness,disjointed
7706,ness,disorderliness,disorderly
7709,ness,disruptiveness,disruptive
7712,ness,distinctiveness,distinctive
7715,ness,distractedness,distracted
7718,ness,divisiveness,divisive
7720,ness,doggedness,dogged
7725,ness,dopeness,dope
7727,ness,dorkiness,dorky
7730,ness,dottiness,dotty
7733,ness,doubleness,double
7735,ness,drabness,drab
7737,ness,drivenness,driven
7739,ness,drowsiness,drowsy
7741,ness,drunkenness,drunken
7743,ness,dryness,dry
7745,ness,dullness,dull
7749,ness,dumbness,dumb
7753,ness,earnestness,earnest
7755,ness,earthliness,earthly
7757,ness,easiness,easy
7761,ness,eeriness,eerie
7763,ness,effectiveness,effective
7770,ness,efficaciousness,efficacious
7772,ness,egolessness,egoless
7775,ness,emotionlessness,emotionless
7779,ness,endianness,endian
7781,ness,endlessness,endless
7788,ness,epicness,epic
7791,ness,equalness,equal
7792,ness,equitableness,equitable
7795,ness,evenhandedness,evenhanded
7798,ness,eveningness,evening
7800,ness,everydayness,everyday
7803,ness,evilness,evil
7806,ness,exhaustiveness,exhaustive
7808,ness,exoticness,exotic
7810,ness,expansiveness,expansive
7812,ness,expensiveness,expensive
7814,ness,explicitness,explicit
7817,ness,exploitativeness,exploitative
7820,ness,expressiveness,expressive
7827,ness,facelessness,faceless
7830,ness,facetiousness,facetious
7834,ness,faintness,faint
7837,ness,faithlessness,faithless
7839,ness,fakeness,fake
7841,ness,fallenness,fallen
7843,ness,falseness,false
7845,ness,fancifulness,fanciful
7847,ness,farsightedness,farsighted
7851,ness,fashionableness,fashionable
7853,ness,fastidiousness,fastidious
7855,ness,fatherlessness,fatherless
7858,ness,fatness,fat
7860,ness,fatuousness,fatuous
7862,ness,faultiness,faulty
7864,ness,faultlessness,faultless
7866,ness,fearlessness,fearless
7868,ness,fecklessness,feckless
7870,ness,feeblemindedness,feebleminded
7872,ness,feistiness,feisty
7875,ness,femaleness,female
7877,ness,ferociousness,ferocious
7879,ness,feverishness,feverish
7881,ness,fiendishness,fiendish
7883,ness,fierceness,fierce
7886,ness,filthiness,filthy
7888,ness,fineness,fine
7891,ness,finiteness,finite
7894,ness,firmness,firm
7898,ness,fishiness,fishy
7900,ness,fitness,fit
7905,ness,fittingness,fitting
7908,ness,fixedness,fixed
7911,ness,fizziness,fizzy
7913,ness,flatness,flat
7920,ness,flawlessness,flawless
7922,ness,flightiness,flighty
7924,ness,fondness,fond
7926,ness,foolishness,foolish
7928,ness,foreignness,foreign
7931,ness,forgetfulness,forgetful
7933,ness,forgivingness,forgiving
7935,ness,forthrightness,forthright
7938,ness,forwardness,forward
7942,ness,fragmentariness,fragmentary
7944,ness,frankness,frank
7946,ness,franticness,frantic
7949,ness,freakiness,freaky
7952,ness,freeness,free
7955,ness,freshness,fresh
7958,ness,friendlessness,friendless
7961,ness,friendliness,friendly
7963,ness,frightfulness,frightful
7965,ness,frivolousness,frivolous
7969,ness,frostiness,frosty
7971,ness,fruitlessness,fruitless
7973,ness,fruitness,fruit
7975,ness,funniness,funny
7979,ness,fuzziness,fuzzy
7982,ness,gaudiness,gaudy
7983,ness,genericness,generic
7989,ness,gentlemanliness,gentlemanly
7990,ness,gentleness,gentle
7992,ness,genuineness,genuine
7994,ness,ghostliness,ghostly
7996,ness,ghoulishness,ghoulish
7998,ness,giddiness,giddy
8000,ness,giftedness,gifted
8002,ness,girliness,girly
8005,ness,givenness,given
8007,ness,glabrousness,glabrous
8009,ness,gladness,glad
8011,ness,glibness,glib
8013,ness,gloriousness,glorious
8016,ness,godlessness,godless
8018,ness,godlikeness,godlike
8020,ness,goodness,goodnesse
8024,ness,goofiness,goofy
8028,ness,goriness,gory
8030,ness,grabbiness,grabby
8032,ness,gracefulness,graceful
8034,ness,graininess,grainy
8036,ness,grandness,grand
8038,ness,gratefulness,grateful
8040,ness,gratuitousness,gratuitous
8044,ness,greasiness,greasy
8046,ness,greediness,greedy
8048,ness,greenness,green
8053,ness,gregariousness,gregarious
8055,ness,greyness,grey
8058,ness,grittiness,gritty
8061,ness,grogginess,groggy
8065,ness,groundedness,grounded
8067,ness,groundlessness,groundless
8070,ness,groupness,group
8072,ness,guiltiness,guilty
8074,ness,guiltlessness,guiltless
8076,ness,gutlessness,gutless
8079,ness,hairiness,hairy
8081,ness,hairlessness,hairless
8084,ness,hamminess,hammy
8086,ness,handedness,handed
8087,ness,handsomeness,handsome
8089,ness,haphazardness,haphazard
8090,ness,happiness,happy
8091,ness,hardiness,hardy
8094,ness,hardness,hard
8097,ness,harmfulness,harmful
8099,ness,harmlessness,harmless
8101,ness,harshness,harsh
8103,ness,hastiness,hasty
8105,ness,hatefulness,hateful
8107,ness,haughtiness,haughty
8110,ness,headedness,headed
8112,ness,headiness,heady
8114,ness,headlessness,headless
8116,ness,healthfulness,healthful
8118,ness,healthiness,healthy
8123,ness,heartedness,hearted
8128,ness,heartlessness,heartless
8130,ness,heedfulness,heedful
8134,ness,heedlessness,heedless
8136,ness,helpfulness,helpful
8138,ness,helplessness,helpless
8140,ness,hiddenness,hidden
8146,ness,hoarseness,hoarse
8148,ness,hokiness,hoky
8151,ness,hollowness,hollow
8154,ness,homelessness,homeless
8156,ness,hopefulness,hopeful
8158,ness,horniness,horny
8163,ness,horribleness,horrible
8165,ness,horseness,horse
8167,ness,hotheadedness,hot
8170,ness,hugeness,huge
8172,ness,humanness,human
8175,ness,hurriedness,hurried
8177,ness,huskiness,husky
8179,ness,hyperawareness,hyperaware
8181,ness,idleness,idle
8186,ness,immediateness,immediate
8188,ness,immenseness,immense
8190,ness,immersiveness,immersive
8193,ness,impassiveness,impassive
8195,ness,imperiousness,imperious
8197,ness,imperviousness,impervious
8199,ness,impishness,impish
8202,ness,implicitness,implicit
8205,ness,impoliteness,impolite
8207,ness,inarticulateness,inarticulate
8209,ness,inattentiveness,inattentive
8211,ness,inclusiveness,inclusive
8213,ness,incompleteness,incomplete
8216,ness,incorrectness,incorrect
8218,ness,indebtedness,indebted
8223,ness,indecisiveness,indecisive
8225,ness,indeterminateness,indeterminate
8227,ness,indigenousness,indigenous
8230,ness,inertness,inert
8232,ness,inexpensiveness,inexpensive
8235,ness,inexpressiveness,inexpressive
8237,ness,infiniteness,infinite
8241,ness,informedness,informed
8244,ness,innerness,inner
8248,ness,inoffensiveness,inoffensive
8251,ness,insensitiveness,insensitive
8253,ness,instantaneousness,instantaneous
8255,ness,integrativeness,integrative
8257,ness,interconnectedness,interconnected
8259,ness,interestedness,interested
8262,ness,interestingness,interesting
8265,ness,interrelatedness,interrelated
8268,ness,intrinsicness,intrinsic
8271,ness,introspectiveness,introspective
8273,ness,intrusiveness,instrusive
8275,ness,involuntariness,involuntary
8277,ness,inwardness,inward
8282,ness,itchiness,itchy
8284,ness,jadedness,jaded
8286,ness,jaggedness,jagged
8288,ness,jazziness,jazzy
8292,ness,joblessness,jobless
8294,ness,jointedness,jointed
8297,ness,jointness,joint
8300,ness,joyfulness,joyful
8302,ness,joylessness,joyless
8305,ness,juiciness,juicy
8307,ness,keyness,key
8309,ness,kindheartedness,kindhearted
8311,ness,kindliness,kindly
8313,ness,kindness,kind
8315,ness,kingliness,kingly
8320,ness,knowingness,knowing
8323,ness,kookiness,kooky
8325,ness,ladenness,laden
8327,ness,lameness,lame
8329,ness,landlessness,landless
8332,ness,largeness,large
8336,ness,lasciviousness,lascivious
8339,ness,lavishness,lavish
8342,ness,lawfulness,lawful
8344,ness,laxness,lax
8346,ness,laziness,lazy
8348,ness,leafiness,leafy
8351,ness,leanness,lean
8353,ness,learnedness,learned
8355,ness,lecherousness,lecherous
8357,ness,leggedness,legged
8359,ness,lengthiness,lengthy
8364,ness,levelness,level
8366,ness,lewdness,lewd
8368,ness,licitness,licit
8370,ness,lifelessness,lifeless
8372,ness,lightfastness,lightfast
8375,ness,lightheartedness,lighthearted
8377,ness,lightness,light
8381,ness,likeness,like
8384,ness,limitedness,limited
8386,ness,listlessness,listless
8388,ness,literalness,literal
8390,ness,literariness,literary
8392,ness,litigiousness,litigious
8394,ness,littleness,little
8397,ness,liveliness,lively
8399,ness,livingness,living
8402,ness,localness,local
8405,ness,loftiness,lofty
8407,ness,loneliness,lonely
8414,ness,lonesomeness,lonesome
8416,ness,looniness,loony
8419,ness,looseness,loose
8423,ness,lopsidedness,lopsided
8426,ness,lostness,lost
8428,ness,lovelessness,loveless
8431,ness,loveliness,lovely
8435,ness,lovesickness,lovesick
8438,ness,lowliness,lowly
8440,ness,lowness,low
8444,ness,luckiness,lucky
8446,ness,lucrativeness,lucrative
8448,ness,lukewarmness,lukewarm
8450,ness,lumpiness,lumpy
8452,ness,luxuriousness,luxurious
8455,ness,madness,mad
8457,ness,maleness,male
8459,ness,manifoldness,manifold
8461,ness,manipulativeness,manipulative
8463,ness,manness,man
8465,ness,markedness,marked
8466,ness,masslessness,massless
8469,ness,meagerness,meager
8471,ness,meaninglessness,meaningless
8474,ness,meanness,mean
8477,ness,meddlesomeness,meddlesome
8478,ness,memorylessness,memoryless
8483,ness,mercilessness,merciless
8485,ness,metalness,metal
8491,ness,mightiness,mighty
8493,ness,mildness,mild
8495,ness,mindedness,minded
8497,ness,mindlessness,mindless
8499,ness,miserliness,miserly
8501,ness,missingness,missing
8502,ness,mistiness,misty
8504,ness,moderateness,moderate
